MMSI;VesselName;IMO;CallSign;VesselType;Status;Length;Width;Draft;Cargo;TransceiverClass;BaseDateTime
212175000;EUROPE;IMO9285988;P3VZ9;70.0;0.0;333.0;42.0;14.5;70.0;A;20/12/2023 15:07
212215000;RUDDY;IMO9459981;5BRB2;70.0;0.0;184.0;23.0;10.4;70.0;A;06/12/2023 04:41
212275000;UBC STOCKHOLM;IMO9426879;5BDB3;70.0;0.0;171.0;28.0;10.6;70.0;A;05/12/2023 20:06
212314000;PACIFIC ACTION;IMO9393565;5BXJ2;70.0;0.0;159.0;27.0;9.8;74.0;A;02/12/2023 12:00
212370000;JUAN DIEGO;IMO9189574;5BEC4;70.0;5.0;99.0;16.0;5.9;70.0;A;01/12/2023 00:04
212438000;PEDHOULAS CHERRY;IMO9738040;5BFD4;70.0;0.0;229.0;;;70.0;A;15/12/2023 23:17
212439000;UBC TORONTO;IMO9300764;C4FY2;70.0;1.0;182.0;28.0;10.8;70.0;A;01/12/2023 00:03
212450000;ANDEAN;IMO9413925;5BNN2;70.0;0.0;184.0;23.0;10.4;79.0;A;16/12/2023 16:56
212482000;MACHERAS;IMO9698850;5BEA4;70.0;0.0;229.0;32.0;14.5;70.0;A;20/12/2023 09:07
212557000;PROTOSTAR N;IMO9360257;C4TF2;70.0;0.0;221.0;29.0;11.4;70.0;A;03/12/2023 19:12
212587000;CAPE QUEST;IMO9734159;5BRL4;71.0;0.0;185.0;30.0;9.2;71.0;A;23/12/2023 04:03
212656000;PANAGIA THALASSINI;IMO9730335;5BNP4;80.0;0.0;;;;82.0;A;01/12/2023 00:00
212659000;NORDAMELIA;IMO9724958;5BPQ4;70.0;0.0;;;;71.0;A;12/12/2023 12:37
212719000;TROODOS SUN;IMO9698238;5BKB4;70.0;0.0;228.0;35.0;13.5;70.0;A;22/12/2023 22:10
212723000;BF FORTALEZA;IMO9130432;5BWG2;70.0;0.0;121.0;18.0;4.9;70.0;A;03/12/2023 12:42
212735000;MOTTLER;IMO9477828;5BQU2;70.0;0.0;185.0;23.0;10.4;70.0;A;02/12/2023 04:52
212775000;ANIMA;IMO9500584;5BQG4;70.0;0.0;189.0;32.0;12.7;70.0;A;30/12/2023 12:56
212917000;FOUMA;IMO9395082;C4WT2;70.0;0.0;166.0;25.0;9.5;72.0;A;06/12/2023 07:16
212960000;QUEEN B;IMO9318929;5BHY4;70.0;5.0;132.0;19.0;7.2;79.0;A;01/12/2023 00:03
214406568;<Unknown>;<Unknown>;<Unknown>;;0.0;;;;;A;27/12/2023 09:19
214999143;<Unknown>;<Unknown>;<Unknown>;;;;;;;B;01/12/2023 13:48
214999775;<Unknown>;<Unknown>;<Unknown>;;;;;;;B;01/12/2023 15:42
214999788;<Unknown>;<Unknown>;<Unknown>;;;;;;;B;01/12/2023 06:59
215000205;<Unknown>;IMO0000000;9HB4852;36.0;;0.0;0.0;;;B;17/12/2023 23:04
215000473;CLAREMONT M/Y;IMO0000000;9HB5304;37.0;;22.0;6.0;0.0;37.0;B;07/12/2023 16:13
215001000;EVRIMA;IMO9823687;9HA4909;60.0;0.0;190.0;24.0;6.0;60.0;A;01/12/2023 00:00
215003000;AKTEA;IMO9326512;9HA4911;80.0;1.0;183.0;32.0;10.5;80.0;A;01/12/2023 00:05
215014000;LIVA O;IMO9865075;9HA4920;37.0;5.0;118.0;17.0;4.2;37.0;A;01/12/2023 00:00
215018000;STANIS;IMO8502559;9HZT6;70.0;1.0;195.0;25.0;10.7;80.0;A;04/12/2023 13:37
215035000;MINELKAR;IMO8219334;9HAJ7;70.0;5.0;195.0;25.0;10.7;89.0;A;01/12/2023 00:05
215070000;VALLE BIANCA;IMO9387580;9HA4947;80.0;0.0;183.0;32.0;11.0;80.0;A;17/12/2023 01:35
215105000;CELEBRITY APEX;IMO9838383;9HA4960;60.0;0.0;306.0;50.0;8.3;60.0;A;01/12/2023 19:54
215126000;CMA CGM T.JEFFERSON;IMO9780861;9HA4970;71.0;1.0;366.0;48.0;12.9;71.0;A;26/12/2023 06:16
215137000;CMA CGM J. MADISON;IMO9780897;9HA4975;71.0;0.0;366.0;48.0;12.4;71.0;A;10/12/2023 12:45
215139000;MACIEJ RATAJ;IMO8219322;9HEB7;70.0;0.0;195.0;25.0;10.7;70.0;A;27/12/2023 18:37
215144000;MAR;IMO9586447;9HA2652;70.0;0.0;119.0;16.0;6.7;;A;04/12/2023 03:29
215154000;CMA CGM CORTE REAL;IMO9454400;9HA4987;71.0;0.0;366.0;52.0;11.8;71.0;A;01/12/2023 00:00
215158000;CMA CGM MAGELLAN;IMO9454424;9HA4986;71.0;0.0;366.0;51.0;13.1;71.0;A;03/12/2023 20:57
215159000;CMA CGM SWORDFISH;IMO9331000;9HA4988;71.0;0.0;295.0;33.0;9.6;71.0;A;24/12/2023 18:00
215165000;CMA CGM VIRGINIA;IMO9351139;9HA4990;71.0;0.0;294.0;33.0;9.7;71.0;A;04/12/2023 05:47
215181000;CMA CGM J. ADAMS;IMO9780885;9HA4999;71.0;0.0;366.0;48.0;14.1;71.0;A;06/12/2023 22:06
215183000;CMA CGM NEW JERSEY;IMO9351141;9HA4998;79.0;0.0;294.0;32.0;9.9;79.0;A;01/12/2023 14:25
215185000;CMA CGM LAMARTINE;IMO9409194;9HA5001;71.0;0.0;300.0;40.0;11.8;71.0;A;01/12/2023 00:00
215189000;CMA CGM FLORIDA;IMO9348704;9HA5005;74.0;0.0;294.0;32.0;11.3;74.0;A;01/12/2023 09:20
215193000;GOLD POINT;IMO9506693;9HA2669;80.0;1.0;183.0;32.0;13.2;89.0;A;01/12/2023 00:00
215217000;CMA CGM AQUILA;IMO9410741;9HA5018;71.0;0.0;363.0;46.0;13.2;71.0;A;05/12/2023 22:11
215219000;CMA CGM VON HUMBOLDT;IMO9454448;9HA5017;71.0;0.0;396.0;54.0;11.1;71.0;A;28/12/2023 23:20
215228000;AMALIA;IMO9588354;9HA2677;70.0;0.0;179.0;30.0;9.8;70.0;A;01/12/2023 00:00
215240000;CMA CGM GEORGIA;IMO9351127;9HA5027;70.0;0.0;294.0;32.0;11.2;71.0;A;18/12/2023 06:24
215254000;POLYMNIA I;IMO9575955;9HA2689;80.0;0.0;329.0;60.0;21.5;80.0;A;08/12/2023 20:27
215313000;SEA CORAL 2;IMO0000000;9HB6675;37.0;;32.0;8.0;;;B;06/12/2023 00:34
215331000;CMA CGM ARGENTINA;IMO9839909;9HA5066;70.0;0.0;366.0;51.0;13.1;70.0;A;26/12/2023 08:29
215347000;CMA CGM PANAMA;IMO9839923;9HA5074;71.0;0.0;366.0;51.0;12.3;71.0;A;02/12/2023 18:17
215347004;<Unknown>;<Unknown>;<Unknown>;;4.0;;;;;A;14/12/2023 15:16
215354000;CMA CGM MEXICO;IMO9839911;9HA5077;71.0;0.0;365.0;51.0;13.0;71.0;A;07/12/2023 18:58
215360000;S/Y IRELANDA;<Unknown>;9H9699;36.0;1.0;32.0;8.0;3.6;36.0;A;23/12/2023 21:24
215362000;OCCITAN PAUILLAC;IMO9483451;9HA5079;70.0;0.0;170.0;28.0;10.1;70.0;A;03/12/2023 01:55
215436000;JS INEOS INTREPID;IMO9685449;9HA5110;80.0;0.0;180.0;26.0;7.9;80.0;A;19/12/2023 18:20
215440097;<Unknown>;<Unknown>;<Unknown>;;1.0;;;;;A;20/12/2023 10:02
215460000;WISBY BARBADOS;IMO9395745;9HA5118;80.0;0.0;122.0;19.0;4.6;80.0;A;01/12/2023 00:00
215464000;MISS MARIAROSARIA;IMO9528392;9HA2737;80.0;0.0;183.0;32.0;13.2;89.0;A;01/12/2023 22:59
215487000;PS TOKYO;IMO9424649;9HA5135;89.0;0.0;180.0;32.0;10.2;89.0;A;02/12/2023 13:40
215532000;BONITO LNG;IMO9845788;9HA5162;80.0;0.0;299.0;46.0;9.5;80.0;A;19/12/2023 03:51
215534000;AMBERJACK LNG;IMO9845776;9HA5163;84.0;0.0;299.0;46.0;9.3;84.0;A;30/12/2023 17:02
215560000;APL SENTOSA;IMO9632040;9HA5180;71.0;5.0;369.0;51.0;11.5;71.0;A;01/12/2023 00:01
215561000;VIRGO;IMO9430765;9HA5181;71.0;0.0;265.0;32.0;11.4;71.0;A;10/12/2023 13:18
215567000;COOL DISCOVERER;IMO9861031;9HA5183;89.0;0.0;299.0;46.0;11.4;89.0;A;01/12/2023 05:47
215574000;VIVIT AMERICAS LNG;IMO9864667;9HA5186;83.0;0.0;299.0;46.0;9.4;83.0;A;14/12/2023 13:08
215583000;COBIA LNG;IMO9869306;9HA5192;84.0;0.0;299.0;46.0;9.5;84.0;A;06/12/2023 13:21
215648000;GAS CRYSTAL;IMO8913215;9HWO7;80.0;0.0;106.0;16.0;5.8;;A;02/12/2023 15:18
215651000;CMA CGM AMERICA;IMO9295971;9HA5226;70.0;0.0;269.0;32.0;8.9;70.0;A;31/12/2023 23:20
215668000;ARISTOS I;IMO9862891;9HA5241;80.0;0.0;299.0;46.0;9.5;80.0;A;04/12/2023 20:30
215669000;ARISTIDIS I;IMO9862906;9HA5237;84.0;0.0;299.0;46.0;9.2;84.0;A;01/12/2023 00:35
215693000;JS INEOS DOLPHIN;IMO9799381;9HA5249;89.0;0.0;232.0;36.0;11.7;89.0;A;10/12/2023 19:54
215700000;CRYSTAL CROWN;IMO8612158;9HYA7;70.0;1.0;153.0;6.0;;0.0;A;01/12/2023 00:00
215726000;SPYROS;IMO9877171;9HA5261;80.0;0.0;274.0;48.0;9.7;80.0;A;24/12/2023 09:02
215741000;AVENIR ACCOLADE;IMO9830903;9HA5264;89.0;0.0;124.0;18.0;5.8;89.0;A;01/12/2023 00:00
215744000;HELLAS CALAFIA;IMO9798088;9HA4441;80.0;0.0;183.0;32.0;0.0;80.0;A;06/12/2023 09:58
215747000;MIDORI;<Unknown>;9HB7183;36.0;;20.0;10.0;0.0;36.0;B;01/12/2023 00:00
215754000;LNGSHIPS EMPRESS;IMO9875800;9HA5269;80.0;0.0;293.0;46.0;9.5;80.0;A;01/12/2023 07:04
215755000;LNGSHIPS MANHATTAN;IMO9872901;9HA5270;81.0;0.0;299.0;46.0;9.6;81.0;A;03/12/2023 05:49
215762000;LNGSHIPS ATHENA;IMO9872949;9HA5271;84.0;0.0;299.0;46.0;9.8;84.0;A;13/12/2023 09:26
215765000;CMA CGM TENERE;IMO9859117;9HA5273;70.0;0.0;366.0;51.0;12.4;70.0;A;09/12/2023 21:09
215777000;MINERVA MARINA;IMO9411939;9HA5280;89.0;0.0;274.0;48.0;16.9;89.0;A;07/12/2023 18:09
215785000;ATTALOS;IMO9862920;9HA5282;80.0;0.0;299.0;46.0;9.2;80.0;A;22/12/2023 21:52
215796000;FATIH SULTAN MEHMET;IMO8308874;9HAW8;70.0;0.0;184.0;28.0;10.9;70.0;A;01/12/2023 00:00
215797000;KONSTANTINA;IMO8906755;9HBG8;70.0;0.0;236.0;32.0;12.0;71.0;A;29/12/2023 22:19
215800000;ATLANTIC SEA;IMO9670597;9HA5295;71.0;0.0;296.0;38.0;9.5;71.0;A;06/12/2023 07:22
215801000;ATLANTIC SUN;IMO9670614;9HA5292;71.0;0.0;295.0;37.0;9.6;71.0;A;16/12/2023 07:04
215804000;ATLANTIC SKY;IMO9670602;9HA5293;70.0;5.0;296.0;37.0;10.0;70.0;A;01/12/2023 00:00
215808000;CELEBRITY BEYOND;IMO9838395;9HA5296;69.0;0.0;327.0;40.0;8.3;69.0;A;01/12/2023 06:39
215809000;ATLANTIC SAIL;IMO9670585;9HA5297;74.0;0.0;296.0;37.0;10.4;74.0;A;23/12/2023 09:43
215839465;<Unknown>;<Unknown>;<Unknown>;;8.0;;;;;A;10/12/2023 10:28
215849000;AGIOS MAKARIOS;IMO9474709;9HA5331;70.0;0.0;229.0;32.0;7.7;70.0;A;12/12/2023 08:50
215854000;LORD BYRON 21;IMO9889954;9HA5332;80.0;0.0;277.0;48.0;9.3;80.0;A;31/12/2023 04:40
215855000;SEA CLOUD SPIRIT;IMO9483712;9HA5333;60.0;1.0;138.0;17.0;5.8;60.0;A;01/12/2023 00:02
215876000;SEBRING;IMO9434321;9HA5344;70.0;0.0;180.0;30.0;8.7;70.0;A;02/12/2023 04:41
215879000;CMA CGM NORMA;IMO9299812;9HA5346;79.0;0.0;350.0;43.0;14.6;79.0;A;13/12/2023 09:43
215888000;TRANSGAS POWER;IMO9861809;9HA5352;80.0;0.0;294.0;47.0;11.8;80.0;A;14/12/2023 00:07
215890000;MINERVA KALYMNOS;IMO9869942;9HA5354;84.0;0.0;293.0;46.0;9.4;84.0;A;09/12/2023 17:09
215891000;CATHARINA SCHULTE;IMO9302956;9HA2792;70.0;0.0;210.0;30.0;11.5;72.0;A;09/12/2023 01:28
215896000;BAVARIA;IMO9113446;9HA2804;70.0;0.0;159.0;24.0;10.2;80.0;A;05/12/2023 07:26
215905000;ADAMASTOS;IMO9879698;9HA5361;80.0;0.0;299.0;46.0;9.5;80.0;A;10/12/2023 04:14
215920000;MSC SEASHORE;IMO9843792;9HA5370;69.0;0.0;339.0;50.0;8.8;69.0;A;02/12/2023 09:50
215923000;ZOILO;IMO9704441;9HA5379;80.0;0.0;183.0;32.0;12.0;80.0;A;24/12/2023 02:47
215930000;CMA CGM LAPEROUSE;IMO9454412;9HA5377;71.0;0.0;365.0;52.0;12.6;71.0;A;01/12/2023 00:22
215939000;DALMACIJA;IMO9528134;9HA5381;80.0;0.0;183.0;32.0;12.8;80.0;A;25/12/2023 14:32
215940000;NEPTUNE KOPER;IMO9279812;9HA5382;70.0;0.0;197.0;30.0;7.5;70.0;A;03/12/2023 15:36
218007780;MOVELLI;IMO0000000;<Unknown>;37.0;;14.0;8.0;;;B;23/12/2023 17:43
218018710;STAR OF THE SEAS II;IMO0000000;DJTU2;36.0;;12.0;6.0;;;B;21/12/2023 19:16
218026610;LAURENCIA;IMO0000000;DIZX2;37.0;;13.0;8.0;;;B;09/12/2023 07:36
218085750;TOMORROW;IMO0000000;DCKR2;36.0;;15.0;7.0;;;B;09/12/2023 16:35
218292000;SEAPIKE;IMO9423449;DEHR;80.0;0.0;199.0;32.0;11.0;89.0;A;02/12/2023 10:29
218366752;<Unknown>;<Unknown>;<Unknown>;;8.0;;;;;A;02/12/2023 08:53
218427000;SHANGHAI EXPRESS;IMO9501368;DJBF2;71.0;0.0;366.0;48.0;12.5;71.0;A;10/12/2023 10:50
218643000;SANTA LORETTA;IMO9290567;DFDH2;70.0;0.0;336.0;45.0;15.0;71.0;A;08/12/2023 18:41
218791000;ANTWERPEN EXPRESS;IMO9612997;DJCE2;70.0;0.0;366.0;48.0;15.5;79.0;A;25/12/2023 20:18
218833000;VALPARAISO EXPRESS;IMO9777589;DJPZ2;70.0;0.0;;;;70.0;A;27/12/2023 06:49
218839000;CALLAO EXPRESS;IMO9777606;DJQA2;71.0;0.0;;;;71.0;A;05/12/2023 17:58
218851000;GUAYAQUIL EXPRESS;IMO9777620;DJQC2;71.0;0.0;;;;71.0;A;29/12/2023 08:46
218853000;MSC VIGO;IMO9480227;DITL2;74.0;0.0;270.0;40.0;10.3;74.0;A;21/12/2023 01:44
218854000;SANTOS EXPRESS;IMO9777632;DJQD2;70.0;0.0;;;;70.0;A;19/12/2023 13:20
219000034;JS INEOS INGENUITY;IMO9685437;OWHX2;80.0;0.0;180.0;;;80.0;A;25/12/2023 03:01
219020607;<Unknown>;IMO0000000;XPE6986;37.0;;12.0;7.0;;;B;04/12/2023 18:21
219022337;MARY;IMO0000000;XPE8585;36.0;;13.0;5.0;;;B;01/12/2023 00:05
219027000;MAERSK EINDHOVEN;IMO9456771;OXFG2;71.0;0.0;366.0;48.0;13.2;71.0;A;31/12/2023 02:25
219028212;ALONDRA;IMO9113719;OZJG2;70.0;5.0;97.0;16.0;5.4;70.0;A;01/12/2023 00:05
219028242;MARVEL SWAN;IMO9880192;OZJC2;80.0;0.0;293.0;46.0;9.7;80.0;A;03/12/2023 23:42
219028421;TORM CAVATINA;IMO9343209;OZFZ2;89.0;0.0;183.0;32.0;12.1;89.0;A;01/12/2023 16:27
219028422;TORM ADVENTURER;IMO9326914;OZMO2;89.0;0.0;182.0;32.0;7.3;89.0;A;14/12/2023 03:05
219029122;NAVIGARE TERRA MATER;IMO9740330;OZFK2;80.0;0.0;333.0;60.0;19.2;80.0;A;23/12/2023 08:23
219029620;TORM HOUSTON;IMO9904883;OZPG2;80.0;0.0;250.0;44.0;9.4;80.0;A;25/12/2023 10:07
219030190;COCO;IMO9755153;OZUG2;90.0;0.0;82.0;18.0;5.0;90.0;A;18/12/2023 11:23
219030351;LULU TAO;IMO0000000;XPH8757;37.0;;16.0;5.0;;;B;16/12/2023 18:21
219030705;STENA IMPULSE;IMO9666089;OZRO2;80.0;0.0;183.0;32.0;7.5;80.0;A;03/12/2023 19:41
219031000;MAERSK ESSEX;IMO9458092;OXSQ2;71.0;0.0;366.0;48.0;9.9;71.0;A;18/12/2023 06:16
219031008;SAMUS SWAN;IMO9401312;OZMX2;80.0;0.0;106.0;17.0;5.1;80.0;A;30/12/2023 23:52
219031111;BISCAY;IMO9474450;OUJO2;82.0;0.0;130.0;20.0;7.1;82.0;A;07/12/2023 12:00
219031114;CANADIAN BULKER;IMO9855422;OZDX2;70.0;1.0;180.0;30.0;10.4;70.0;A;01/12/2023 00:01
219031231;CHILEAN BULKER;IMO9855434;OUMJ2;70.0;0.0;180.0;30.0;7.6;70.0;A;24/12/2023 19:47
219031305;FORMENTERA;IMO9721413;OZBM2;70.0;1.0;179.0;32.0;9.9;70.0;A;01/12/2023 00:05
219031419;A.P. MOLLER;IMO9214898;OUMQ2;71.0;0.0;347.0;42.0;15.3;71.0;A;25/12/2023 00:26
219032189;CAPE SCOTT;IMO9950117;OZJP2;70.0;0.0;189.0;33.0;9.7;70.0;A;01/12/2023 00:00
219033000;MAERSK EDINBURGH;IMO9456757;OXLT2;74.0;0.0;366.0;48.0;11.0;74.0;A;28/12/2023 18:27
219053000;VOLGA MAERSK;IMO9775749;OWJV2;70.0;5.0;200.0;36.0;5.8;70.0;A;07/12/2023 12:01
219061000;MERIDIAN SPIRIT;IMO9369904;OWHC2;80.0;0.0;286.0;43.0;12.1;80.0;A;14/12/2023 16:43
219061168;<Unknown>;<Unknown>;<Unknown>;;0.0;;;;;A;10/12/2023 09:46
219130000;RHONE MAERSK;IMO9457000;OXGX2;71.0;0.0;249.0;37.0;11.0;71.0;A;23/12/2023 00:46
219151000;NORDIC ANN;IMO9422665;OYCZ2;82.0;5.0;134.0;22.0;8.5;82.0;A;01/12/2023 00:04
219152000;NORDIC AKI;IMO950597400;OYCP2;80.0;0.0;134.0;22.0;6.7;80.0;A;17/12/2023 17:03
219153000;NORDIC MARI;IMO9422677;OYDF2;82.0;0.0;146.0;24.0;6.1;82.0;A;01/12/2023 03:43
219154000;NORDIC MAYA;IMO9339351;OYCW2;82.0;0.0;145.0;25.0;6.2;89.0;A;01/12/2023 00:00
219180000;MAERSK TAMPA;IMO9708629;OYFJ2;80.0;0.0;183.0;32.0;7.3;80.0;A;11/12/2023 08:05
219190000;MAERSK TEESPORT;IMO9726463;OYGU2;89.0;0.0;183.0;32.0;11.3;89.0;A;01/12/2023 10:10
219190810;<Unknown>;<Unknown>;<Unknown>;;2.0;;;;;A;26/12/2023 11:57
219198000;MAERSK ELBA;IMO9458078;OYHL2;71.0;0.0;366.0;48.0;10.0;71.0;A;14/12/2023 11:34
219199000;MAERSK EDMONTON;IMO9458030;OYHV2;71.0;0.0;366.0;48.0;14.5;71.0;A;26/12/2023 01:46
219210000;MAERSK ESSEN;IMO9456783;OYID2;71.0;0.0;367.0;49.0;15.0;71.0;A;04/12/2023 05:39
219221000;HAPPY KESTREL;IMO9543043;OYHQ2;84.0;0.0;143.0;22.0;8.2;84.0;A;16/12/2023 09:17
219227000;TORM TORINO;IMO9712321;OYWZ2;80.0;0.0;183.0;32.0;8.5;80.0;A;17/12/2023 14:33
219249000;TORM NEW ZEALAND;IMO9443152;OYZD2;84.0;0.0;183.0;32.0;10.7;84.0;A;06/12/2023 05:43
219256000;TORM MALAYSIA;IMO9443164;OYZF2;80.0;0.0;184.0;33.0;8.2;80.0;A;29/12/2023 19:35
219265000;TORM STRONG;IMO9836062;OXYE2;83.0;0.0;183.0;32.0;8.1;83.0;A;02/12/2023 21:01
219287000;HAPPY ALBATROSS;IMO9675066;OWZU2;80.0;0.0;146.0;22.0;9.3;84.0;A;23/12/2023 10:40
219310000;NORD HIMALAYA;IMO9540807;OYTE2;89.0;0.0;182.0;32.0;11.6;89.0;A;31/12/2023 23:13
219315000;EFFIE MAERSK;IMO9682978;OYQQ2;89.0;0.0;273.0;49.0;9.5;89.0;A;29/12/2023 03:37
219324000;SALLY MAERSK;IMO9120865;OZHS2;70.0;0.0;346.0;42.0;14.5;71.0;A;09/12/2023 11:33
219351000;TORM TITAN;IMO9712319;OYRP2;80.0;5.0;183.0;32.0;8.6;80.0;A;01/12/2023 00:05
219357000;TORM STELLAR;IMO9854806;OYMW2;80.0;0.0;183.0;32.0;12.0;80.0;A;01/12/2023 09:38
219382000;MAERSK CYPRUS;IMO9786217;OZAU2;80.0;0.0;182.0;32.0;7.6;80.0;A;01/12/2023 03:25
219409000;DEE4 LARCH;IMO9697909;OZFD2;80.0;5.0;183.0;32.0;7.4;80.0;A;01/12/2023 00:04
219412000;TORM AGNES;IMO9465992;OZHE2;89.0;0.0;185.0;32.0;11.2;89.0;A;01/12/2023 00:00
219414000;HAFNIA LUPUS;IMO9461685;OUNF2;80.0;0.0;183.0;32.0;13.0;;A;08/12/2023 16:58
219415000;TORM ALMENA;IMO9465980;OZGQ2;89.0;0.0;183.0;32.0;11.5;89.0;A;10/12/2023 07:05
219420000;TORM ASTRID;IMO9510682;OZBA2;89.0;0.0;183.0;32.0;7.5;89.0;A;01/12/2023 12:55
219432000;TASING SWAN;IMO9403891;OUYQ2;80.0;0.0;129.0;19.0;8.0;80.0;A;03/12/2023 02:13
219445000;TORM ANABEL;IMO9543550;OZFB2;81.0;1.0;183.0;32.0;11.4;81.0;A;18/12/2023 07:46
219454000;TORM ARAWA;IMO9543548;OZEU2;89.0;0.0;184.0;32.0;12.4;89.0;A;09/12/2023 01:39
219456000;SEA INSTALLER;IMO9646481;OYPY2;90.0;15.0;132.0;45.0;6.9;90.0;A;01/12/2023 00:00
219466000;TORM AMALIE;IMO9466025;OZHT2;89.0;0.0;183.0;32.0;8.4;89.0;A;17/12/2023 18:33
219471000;NORD PENGUIN;IMO9687186;OZDY2;70.0;0.0;229.0;32.0;7.4;70.0;A;12/12/2023 19:40
219486000;NAVIGARE GENEROSA;IMO9726061;OUMR2;80.0;0.0;225.0;36.0;7.8;80.0;A;25/12/2023 08:32
219544000;MARIANNE DANICA;IMO9006241;OWWO2;70.0;0.0;71.0;11.0;4.9;79.0;A;02/12/2023 04:45
219558000;HAPPY PEREGRINE;IMO9553660;OWWQ2;84.0;0.0;143.0;22.0;8.3;84.0;A;22/12/2023 23:08
219594809;<Unknown>;<Unknown>;<Unknown>;;0.0;;;;;A;24/12/2023 17:40
219598000;NORD SUPERIOR;IMO9692129;OWPA2;80.0;0.0;183.0;32.0;13.3;89.0;A;01/12/2023 21:23
219602000;NORD SUPREME;IMO9692131;OWPB2;80.0;0.0;183.0;32.0;13.3;89.0;A;13/12/2023 20:44
219603000;NORD SUSTAINABLE;IMO9692143;OWPD2;80.0;1.0;183.0;32.0;13.3;89.0;A;03/12/2023 05:10
219605000;NORD SWIFT;IMO9692155;OWPE2;80.0;0.0;183.0;;;80.0;A;01/12/2023 18:15
219671000;JS INEOS INSIGHT;IMO9685425;OWFO2;80.0;1.0;172.0;;;84.0;A;01/12/2023 00:05
219674000;BALEARIC GAS;IMO9682253;OWAP2;80.0;0.0;159.0;26.0;11.0;84.0;A;23/12/2023 08:16
219678000;VISTULA MAERSK;IMO9775737;OWYC2;71.0;5.0;200.0;36.0;10.8;71.0;A;22/12/2023 20:01
219696000;THUNDER BIRD;IMO9318943;OWDG2;70.0;0.0;119.0;20.0;7.6;70.0;A;08/12/2023 09:53
219830000;HAPPY AVOCET;IMO9694373;OXMY2;84.0;0.0;;;;84.0;A;02/12/2023 11:41
219840000;CLIFFORD MAERSK;IMO9198575;OYRO2;70.0;0.0;346.0;42.0;14.5;71.0;A;16/12/2023 21:46
220059292;<Unknown>;<Unknown>;<Unknown>;;4.0;;;;;A;15/12/2023 05:29
220164000;CLEMENTINE MAERSK;IMO9245770;OUQK2;70.0;5.0;346.0;42.0;15.0;71.0;A;01/12/2023 00:02
220198000;OLGA MAERSK;IMO9251614;OXBB2;70.0;0.0;237.0;32.0;12.0;74.0;A;04/12/2023 05:06
220207000;OLUF MAERSK;IMO9251626;OXFU2;70.0;0.0;237.0;32.0;12.0;71.0;A;18/12/2023 12:10
220291000;LARS MAERSK;IMO9294379;OVSB2;70.0;0.0;266.0;37.0;14.0;71.0;A;01/12/2023 00:00
220379000;GUDRUN MAERSK;IMO9302877;OYAU2;70.0;0.0;367.0;42.0;15.0;70.0;A;02/12/2023 20:46
220414000;GJERTRUD MAERSK;IMO9320233;OYGH2;70.0;0.0;366.0;42.0;15.0;71.0;A;01/12/2023 00:00
220415000;GERD MAERSK;IMO9320245;OYGM2;70.0;5.0;366.0;42.0;15.0;74.0;A;01/12/2023 00:00
220502000;BRO NUUK;IMO9323819;OXHP2;80.0;0.0;144.0;23.0;8.4;89.0;A;01/12/2023 20:15
220555000;TORM THAMES;IMO9318333;OYNK2;80.0;0.0;183.0;32.0;12.4;80.0;A;05/12/2023 00:22
220590000;MAERSK TENDER;IMO9388651;OYGS2;52.0;5.0;73.0;20.0;7.0;52.0;A;01/12/2023 00:01
220603000;TORM LAURA;IMO9375616;OULU2;80.0;0.0;183.0;32.0;13.5;80.0;A;01/12/2023 02:12
220634000;TORM LILLY;IMO9392470;OUPJ2;80.0;0.0;183.0;32.0;13.5;80.0;A;01/12/2023 00:08
220636000;MAGELLAN SPIRIT;IMO9342487;OWDW2;80.0;0.0;286.0;43.0;12.1;80.0;A;06/12/2023 06:08
220644000;ERRIA SWAN;IMO9347748;OWDI2;80.0;5.0;129.0;19.0;8.0;80.0;A;02/12/2023 05:35
220988248;<Unknown>;<Unknown>;<Unknown>;;4.0;;;;;A;10/12/2023 15:55
222151151;AFTER EIGHT TENDER;IMO0000000;<Unknown>;37.0;;6.0;2.0;;;B;03/12/2023 23:55
222999222;WONDER OTS RB2;IMO0000000;C6EY2;51.0;;9.0;2.0;;;B;23/12/2023 16:08
223171000;ACUARIO;IMO9787560;CO3888_;52.0;0.0;26.0;8.0;3.8;52.0;A;02/12/2023 15:46
224177880;CUATRO PATAS;<Unknown>;EA9215;;;;;;;B;02/12/2023 21:28
224229670;ECOLOGICO SEGUNDO;IMO9417907;ECMA;90.0;3.0;55.0;12.0;4.2;33.0;A;06/12/2023 01:29
224263000;CADIZ KNUTSEN;IMO9246578;ECDQ;80.0;5.0;284.0;42.0;12.3;80.0;A;01/12/2023 12:21
224436000;BARCELONA KNUTSEN;IMO9401295;EACW;80.0;0.0;289.0;45.0;12.9;81.0;A;06/12/2023 04:05
224444000;LA MANCHA KNUTSEN;IMO9721724;EARD;80.0;0.0;290.0;;;80.0;A;18/12/2023 04:13
224451000;RIOJA KNUTSEN;IMO9721736;EARG;80.0;0.0;;;;81.0;A;11/12/2023 05:14
224983000;ADRIANO KNUTSEN;IMO9831220;EBRY;80.0;0.0;299.0;48.0;9.5;80.0;A;08/12/2023 07:32
224989000;RIAS BAIXAS KNUTSEN;IMO9825568;EBRU;80.0;0.0;299.0;48.0;9.5;80.0;A;11/12/2023 15:40
225952250;SERENDIPITY;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:04
